Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
Spain,Male,37.0,2,0.0,1,83978.86,711,0,2,1
France,Male,25.0,1,157848.53,0,37543.93,669,0,1,1
France,Female,43.0,8,0.0,0,104889.3,439,1,1,0
Spain,Female,37.0,6,0.0,1,149705.25,763,1,2,0
Germany,Female,74.0,3,108071.36,1,16445.79,697,1,2,0
Spain,Female,35.0,8,14262.8,1,54689.16,702,0,2,0
Spain,Male,41.0,7,102749.72,0,194913.86,686,1,1,0
Spain,Male,36.0,1,161757.87,1,146371.72,629,1,2,0
France,Male,38.0,1,0.0,1,156603.7,823,0,2,0
Germany,Female,35.0,5,95698.79,0,182566.76,683,1,1,0
France,Male,37.0,9,124969.13,1,60194.05,555,0,1,0
Germany,Male,44.0,4,93960.35,1,36579.53,647,0,1,1
France,Female,51.0,4,88308.87,0,5862.53,714,0,3,1
Spain,Female,39.0,10,0.0,1,143030.09,850,1,2,0
France,Female,59.0,3,0.0,1,62700.08,713,1,2,0
France,Male,30.0,7,112935.87,1,99017.34,452,1,1,0
Spain,Female,24.0,8,98567.1,1,187987.01,683,0,1,0
France,Female,26.0,1,180530.51,0,123454.62,577,0,1,0
France,Male,33.0,5,140931.57,0,10921.5,552,1,1,0
Germany,Female,31.0,7,148913.72,1,53817.23,769,0,2,0
France,Male,38.0,7,0.0,0,81617.4,691,0,2,0
France,Female,49.0,2,0.0,0,192298.84,818,1,1,1
France,Male,41.0,5,0.0,0,143882.25,739,0,2,0
France,Female,50.0,6,115335.32,1,53130.41,639,1,2,0
France,Female,65.0,0,0.0,1,190454.04,651,1,2,0
France,Female,26.0,0,0.0,0,111906.0,779,1,2,0
Germany,Female,33.0,7,134678.13,1,113177.95,850,0,1,0
France,Male,38.0,9,0.0,1,30529.88,829,0,2,0
Germany,Male,31.0,2,90547.48,1,18800.13,579,1,2,0
France,Male,32.0,9,103324.78,1,46127.7,510,1,1,0
France,Male,29.0,3,114590.58,0,75585.48,531,0,1,0
Germany,Female,36.0,3,91286.51,1,63085.94,628,0,1,0
Spain,Male,32.0,5,163340.12,1,74415.2,633,1,2,0
Spain,Male,45.0,8,150900.29,0,139889.15,714,1,2,0
Spain,Male,23.0,9,124577.33,1,7267.25,604,1,1,0
Spain,Male,35.0,1,0.0,0,186826.22,630,0,2,0
Spain,Female,31.0,4,91292.7,1,162149.07,850,1,1,0
Germany,Female,57.0,8,93716.72,1,180150.49,788,1,1,1
France,Female,37.0,4,111723.08,1,83478.12,798,1,1,0
Germany,Male,45.0,4,110765.68,1,26163.74,770,0,1,1
Germany,Male,25.0,9,173459.45,1,44381.06,569,1,2,0
Spain,Female,22.0,7,169649.73,0,136365.0,425,1,2,1
Spain,Female,31.0,9,0.0,0,99294.22,547,0,2,0
Germany,Male,45.0,8,116917.07,0,173464.43,725,0,1,1
France,Male,37.0,5,0.0,1,127543.81,506,1,2,0
France,Female,36.0,7,0.0,1,52526.65,632,1,2,0
France,Male,22.0,0,0.0,1,32589.45,620,0,1,0
Germany,Male,32.0,8,130627.66,1,47161.25,663,0,1,1
Spain,Female,46.0,5,56580.95,0,45424.13,700,1,2,0
Germany,Male,38.0,6,142316.14,1,8018.49,696,1,1,0
Spain,Male,31.0,6,0.0,1,195668.0,767,1,2,0
France,Male,56.0,7,152759.0,1,133167.11,561,0,2,1
Germany,Male,39.0,0,109733.2,0,123602.11,350,0,2,1
France,Male,54.0,9,117444.51,1,186238.85,706,1,1,0
Spain,Female,34.0,5,76001.57,1,158668.87,464,1,1,0
France,Female,34.0,3,107747.57,1,9249.36,501,0,1,0
Spain,Female,35.0,8,0.0,1,116581.1,745,1,2,0
France,Female,36.0,1,134997.49,1,44688.08,587,0,2,0
France,Female,48.0,2,0.0,1,148608.39,667,1,2,0
France,Male,36.0,9,0.0,0,188670.9,737,1,1,1
Spain,Female,30.0,7,0.0,1,107067.37,485,0,1,0
Spain,Female,37.0,0,64345.21,0,61759.33,590,1,1,1
Germany,Female,35.0,8,141665.63,0,192776.64,518,1,1,0
Spain,Female,29.0,8,0.0,1,46735.19,581,0,2,0
Germany,Female,33.0,5,136624.6,1,169117.74,785,1,2,0
France,Female,52.0,4,161209.66,1,89081.41,799,1,1,0
Spain,Male,38.0,10,95010.92,1,105227.86,698,1,1,0
France,Female,41.0,4,167545.32,1,128246.81,730,0,1,0
Germany,Female,36.0,4,109044.6,0,94554.74,740,0,1,1
France,Female,47.0,9,122031.55,1,33823.5,785,1,1,1
Spain,Female,29.0,2,27755.97,1,97468.44,527,0,1,1
France,Female,29.0,1,118560.55,1,164137.36,544,1,1,0
France,Male,61.0,4,0.0,1,191313.7,705,1,2,0
France,Male,34.0,9,0.0,1,65257.57,684,1,2,0
Spain,Female,28.0,8,97840.72,1,178222.77,639,1,1,0
Germany,Female,38.0,2,158651.29,1,179445.28,565,1,2,0
France,Male,44.0,9,175303.06,1,65500.53,481,0,1,1
Spain,Male,25.0,8,96950.21,1,97877.92,731,0,1,0
France,Male,45.0,7,123859.6,0,113051.57,607,1,1,0
France,Female,32.0,7,0.0,1,105969.05,760,1,2,0
France,Female,70.0,9,0.0,1,122996.76,559,1,1,0
France,Female,33.0,3,85227.84,1,68087.15,715,1,1,0
France,Male,36.0,8,97786.08,0,21478.36,656,1,2,0
Germany,Male,33.0,7,128135.99,1,158437.73,652,0,1,0
Spain,Male,33.0,6,0.0,0,76551.7,624,0,2,0
Spain,Male,36.0,2,85996.19,1,15887.68,634,0,1,0
Spain,Female,50.0,10,0.0,1,33741.84,850,1,2,0
Germany,Female,39.0,1,104502.11,1,20652.69,659,0,1,0
Spain,Male,35.0,5,95772.97,1,112781.5,529,1,1,0
Spain,Male,31.0,5,98108.79,0,119996.95,572,1,1,0
Germany,Male,39.0,9,131607.28,0,6981.43,640,1,4,1
Spain,Male,55.0,9,63127.41,1,185211.28,770,0,2,1
Spain,Male,35.0,7,0.0,1,78436.36,648,1,2,0
France,Male,31.0,9,0.0,0,139048.0,579,1,1,0
Germany,Female,36.0,9,140355.56,1,136329.96,589,0,2,0
Spain,Female,36.0,2,0.0,1,14721.8,530,1,2,0
France,Male,30.0,2,0.0,0,3430.38,831,1,2,0
Germany,Male,24.0,7,107418.27,0,160450.21,790,1,1,0
France,Male,35.0,6,0.0,1,1485.27,656,0,2,0
Spain,Male,32.0,6,0.0,1,19720.08,563,1,2,0
Spain,Male,39.0,7,167557.12,1,41183.02,667,1,1,0
Spain,Male,34.0,8,117300.02,1,139410.08,613,0,1,0
France,Male,60.0,7,0.0,1,163691.48,429,1,2,0
France,Female,23.0,9,143672.9,1,115147.33,665,1,1,0
France,Male,33.0,4,0.0,1,74945.11,731,1,2,0
France,Female,37.0,1,0.0,1,180363.56,584,1,2,0
Germany,Female,31.0,8,76798.92,0,196021.73,634,0,1,0
France,Male,34.0,3,0.0,1,125979.36,488,1,2,0
Spain,Female,49.0,7,115309.75,1,111421.77,535,0,1,0
France,Female,29.0,7,178171.04,1,115818.51,776,1,2,0
Spain,Female,38.0,3,0.0,0,179360.76,850,1,2,0
Spain,Female,37.0,0,0.0,0,82351.06,673,0,2,0
Germany,Female,45.0,5,127258.79,1,192744.23,850,1,1,1
Spain,Female,30.0,6,0.0,1,113408.47,627,1,1,0
France,Female,33.0,8,0.0,1,124641.42,570,1,1,0
Spain,Male,67.0,5,0.0,0,54871.02,796,1,2,0
Spain,Female,33.0,10,0.0,1,98820.09,773,1,1,0
Spain,Male,36.0,2,0.0,1,45570.84,752,1,2,0
Spain,Female,69.0,1,107569.96,1,182336.45,625,1,1,0
Germany,Male,20.0,9,134874.4,1,118825.56,535,1,1,0
France,Female,29.0,4,0.0,1,103372.79,786,0,2,0
France,Female,67.0,3,0.0,1,43486.73,620,1,2,0
Spain,Female,48.0,6,0.0,1,40062.99,605,1,2,0
Spain,Female,32.0,3,0.0,1,46175.7,670,0,2,0
Spain,Male,42.0,0,70105.87,1,120830.73,617,1,1,0
France,Male,41.0,9,0.0,1,5967.09,595,0,2,0
Germany,Female,29.0,4,78939.15,1,122134.56,687,0,1,1
Germany,Male,30.0,6,105128.85,1,62972.13,757,1,2,0
Spain,Male,31.0,2,113836.27,1,174815.54,746,1,1,0
Spain,Male,25.0,7,0.0,0,192841.13,503,1,1,0
Germany,Male,48.0,1,100900.5,0,33310.72,543,0,1,1
Germany,Female,40.0,3,129248.11,1,72876.43,428,0,2,1
France,Female,28.0,3,109118.05,0,50911.41,768,1,2,0
France,Male,56.0,7,0.0,1,142400.27,618,1,1,1
France,Female,31.0,7,0.0,0,48778.46,591,1,2,0
France,Female,35.0,5,126397.66,0,156361.58,658,0,1,1
France,Male,36.0,9,108546.16,1,133807.77,625,0,3,1
France,Male,36.0,2,148061.89,1,179128.69,717,0,1,1
France,Male,44.0,8,122277.87,1,91810.71,667,1,1,0
France,Male,24.0,3,0.0,1,173195.33,804,0,2,0
France,Male,31.0,1,0.0,0,182270.88,693,1,2,0
Germany,Male,36.0,8,152899.24,1,177130.33,729,0,2,0
Germany,Male,54.0,3,134388.11,0,49954.79,484,0,1,1
Spain,Female,40.0,3,109740.62,1,141896.74,632,0,1,0
Germany,Male,23.0,6,92366.72,1,120661.71,536,0,2,0
France,Female,26.0,4,129109.02,0,149814.68,573,0,1,1
Spain,Female,56.0,5,0.0,1,41782.7,655,1,2,0
Germany,Male,74.0,7,105102.5,1,46172.47,666,1,1,0
Germany,Male,30.0,5,111375.32,1,2704.09,726,0,2,0
France,Male,39.0,3,0.0,1,6726.53,523,0,2,0
Germany,Female,33.0,9,150412.14,1,170764.08,728,0,2,0
France,Male,30.0,3,156660.72,1,45742.42,701,0,2,0
France,Male,38.0,3,90957.81,0,162304.59,518,1,1,0
France,Male,37.0,7,104960.46,0,80883.82,739,1,1,0
Germany,Female,31.0,7,117052.82,1,118508.09,531,0,1,1
Spain,Male,44.0,3,88915.85,1,69697.74,452,0,1,0
France,Male,45.0,6,148071.39,1,183575.01,684,0,1,0
Germany,Male,39.0,6,152182.83,0,161203.6,728,0,1,0
Spain,Male,39.0,9,0.0,1,143752.77,783,0,2,0
France,Male,22.0,5,130056.23,0,121894.31,734,0,1,1
Germany,Male,34.0,3,95039.73,1,147055.87,648,1,2,0
France,Male,52.0,1,0.0,1,172033.57,688,1,2,0
Spain,Male,35.0,9,0.0,0,143774.06,680,0,2,0
France,Female,43.0,2,112773.73,1,139366.58,516,1,2,0
France,Female,37.0,10,123806.28,1,81776.84,680,0,1,1
France,Male,53.0,8,144453.75,1,190998.96,604,0,1,1
Germany,Male,27.0,9,94667.29,0,4470.52,624,1,2,0
France,Male,21.0,10,0.0,0,135851.3,623,1,2,0
Spain,Male,51.0,5,174397.21,1,172372.63,624,1,2,0
Germany,Female,58.0,3,108888.24,0,135875.51,565,1,3,1
France,Male,55.0,4,118803.35,1,128124.7,565,1,2,1
France,Male,54.0,6,171137.62,1,167023.95,710,1,1,1
France,Male,42.0,6,0.0,0,149807.01,645,0,1,0
France,Male,33.0,8,136678.52,1,54290.62,707,0,1,0
Spain,Female,36.0,1,135515.76,1,86013.96,655,0,1,0
Spain,Female,24.0,5,177799.83,0,79886.06,705,0,2,0
Spain,Female,52.0,8,143542.36,1,141959.11,358,0,3,1
Germany,Male,34.0,8,147487.23,1,66680.77,578,0,2,0
France,Female,40.0,5,97764.41,1,98640.15,800,0,1,1
France,Female,33.0,9,0.0,0,142797.5,612,0,1,1
Germany,Female,48.0,8,139480.18,1,163581.67,681,1,1,0
Spain,Male,25.0,5,0.0,1,163221.22,559,1,2,0
Spain,Female,39.0,9,140553.46,0,12440.44,488,0,1,0
France,Female,36.0,5,0.0,1,145551.6,717,1,2,0
France,Female,41.0,10,141162.08,1,50908.48,666,0,1,0
Spain,Male,26.0,4,65848.36,1,30149.21,582,0,2,0
Spain,Female,30.0,0,83319.28,0,57769.2,733,0,1,0
France,Male,41.0,4,0.0,0,156381.47,693,0,2,0
France,Female,33.0,4,129731.64,1,178123.86,694,0,2,0
France,Female,35.0,5,0.0,1,51112.8,622,0,2,0
Spain,Female,38.0,6,0.0,0,173783.38,598,0,2,0
Spain,Male,35.0,1,0.0,0,174770.14,717,0,3,1
Germany,Male,37.0,5,107106.33,1,172063.09,494,0,2,0
France,Male,33.0,8,0.0,1,155294.17,644,1,2,0
France,Female,30.0,9,0.0,1,40320.3,554,1,2,0
Spain,Female,69.0,1,105303.73,0,134260.34,476,1,1,0
France,Male,28.0,6,165798.1,1,147090.9,667,0,1,0
Spain,Female,40.0,4,0.0,1,132368.47,748,0,2,0
Spain,Female,45.0,1,126495.57,1,164741.5,531,1,2,0
Spain,Female,47.0,9,116393.59,1,63051.32,719,0,1,1
Germany,Female,41.0,2,81733.74,0,199761.29,845,0,2,0
France,Male,54.0,4,0.0,0,55725.04,738,1,1,1
Spain,Female,46.0,8,106171.68,1,163145.5,563,0,1,1
Spain,Male,28.0,0,96020.86,1,57992.49,695,1,1,0
Spain,Male,41.0,1,0.0,0,193093.77,841,1,2,0
Germany,Male,36.0,2,181671.16,1,57531.14,626,1,2,0
France,Female,29.0,6,185709.28,1,77242.19,613,1,2,0
Germany,Male,60.0,8,134250.17,0,153046.16,824,0,3,1
France,Female,49.0,7,0.0,1,63405.2,705,0,1,1
France,Female,44.0,5,95671.75,1,106564.88,584,1,2,0
France,Male,62.0,2,0.0,0,42763.12,534,0,2,1
France,Female,34.0,1,142151.75,1,168753.34,672,1,2,0
France,Male,43.0,5,127823.93,1,19483.35,603,1,1,0
Germany,Male,43.0,3,144164.29,1,158646.46,633,1,1,0
France,Male,58.0,1,63492.94,1,83172.19,842,1,1,0
France,Female,27.0,3,0.0,1,76889.79,661,1,2,0
France,Male,74.0,2,0.0,0,51554.58,601,1,2,0
France,Male,41.0,0,106134.46,0,105570.39,632,1,1,0
Germany,Male,29.0,8,127269.75,0,79495.01,684,1,1,0
Germany,Female,32.0,3,124493.03,0,52583.79,785,1,2,1
France,Male,39.0,7,0.0,1,26848.25,687,0,2,0
Germany,Female,43.0,10,146547.78,0,10072.55,705,1,1,1
France,Male,43.0,6,99610.92,1,187296.78,639,0,2,0
Germany,Male,46.0,5,117837.43,1,104016.61,729,0,1,1
Spain,Female,48.0,8,168522.37,1,151310.16,556,1,1,0
France,Male,32.0,9,117337.54,0,62810.91,570,1,2,0
France,Male,74.0,9,108131.53,0,60830.38,841,1,1,0
Germany,Male,35.0,4,136496.12,1,116672.02,705,0,2,0
France,Male,32.0,3,116324.53,1,77304.49,553,0,1,0
Germany,Female,40.0,2,75470.23,1,52894.01,779,1,1,0
France,Male,28.0,4,172646.82,1,116471.43,696,1,1,0
Spain,Female,37.0,4,0.0,0,4539.38,728,0,1,0
Germany,Male,27.0,3,160358.68,1,142367.72,691,0,2,0
France,Male,30.0,3,98415.37,1,110520.48,706,1,1,0
Germany,Female,30.0,6,57809.32,1,188258.49,627,0,1,0
Germany,Female,18.0,3,128743.8,0,197322.13,716,0,1,0
Germany,Male,24.0,4,130806.42,1,80241.14,501,0,2,0
France,Male,41.0,1,123971.16,0,172814.99,601,1,1,0
Spain,Female,39.0,6,0.0,0,38410.74,545,0,1,1
France,Male,45.0,9,0.0,0,17622.82,634,0,2,0
Spain,Female,23.0,9,0.0,0,48021.71,451,1,2,0
France,Female,59.0,7,0.0,1,88958.49,655,0,1,1
France,Female,39.0,9,0.0,1,116343.09,458,0,2,0
France,Male,33.0,4,156297.58,1,166102.61,520,1,2,0
Spain,Female,28.0,2,0.0,0,104353.26,624,1,2,0
France,Male,51.0,3,123372.3,1,115429.32,765,1,1,0
Germany,Female,37.0,5,92171.35,1,178106.34,667,0,3,1
Spain,Male,41.0,8,0.0,1,132152.32,665,0,2,0
Germany,Male,34.0,4,148375.19,1,21521.38,709,1,2,0
France,Female,44.0,8,0.0,1,27431.62,583,1,2,0
Spain,Male,34.0,6,147422.44,0,42143.61,782,1,1,0
Spain,Female,24.0,7,173962.32,0,106457.11,668,0,1,1
France,Male,47.0,0,0.0,1,133831.37,621,1,1,1
Germany,Female,64.0,6,145215.43,1,164083.72,579,1,1,0
France,Female,38.0,5,167539.97,0,159207.34,547,1,1,0
France,Female,39.0,1,94968.97,1,84487.62,840,0,1,0
Germany,Female,27.0,3,106116.5,1,3674.71,667,0,2,0
France,Male,34.0,5,0.0,0,12092.03,723,1,2,0
France,Male,45.0,2,0.0,1,77475.73,487,0,2,0
France,Female,31.0,9,0.0,0,41291.73,668,0,2,0
Germany,Male,34.0,8,120018.86,1,343.38,520,1,2,0
France,Male,37.0,2,112541.54,0,47432.43,549,0,2,0
France,Female,35.0,5,166118.45,1,127827.18,567,0,2,0
France,Female,45.0,1,102882.4,1,35633.15,720,1,2,1
France,Female,49.0,8,0.0,1,182865.09,492,1,1,1
France,Female,37.0,1,106881.5,0,169386.81,712,0,2,0
Germany,Male,26.0,4,120727.97,0,149073.88,689,1,1,0
France,Male,63.0,8,169832.57,0,184107.26,850,0,1,1
France,Male,41.0,5,0.0,1,22750.17,747,1,2,0
Germany,Male,38.0,9,113599.42,0,11950.29,469,0,1,0
Spain,Male,38.0,6,0.0,1,152880.07,539,1,1,1
France,Male,32.0,9,0.0,1,175252.78,743,0,2,0
France,Male,47.0,3,0.0,1,174303.29,707,0,2,0
Spain,Female,50.0,4,0.0,1,80701.72,581,1,2,0
Spain,Male,38.0,6,146282.79,1,198516.2,737,0,2,0
Germany,Female,38.0,6,119413.62,1,175756.36,445,0,2,0
Germany,Female,29.0,3,122084.63,0,82824.08,703,1,1,0
Germany,Female,35.0,1,103060.63,1,179866.01,588,0,1,1
France,Male,44.0,6,0.0,1,159899.97,765,1,2,0
France,Male,33.0,8,0.0,1,138504.28,626,0,2,0
Germany,Male,37.0,9,110483.86,1,127394.67,545,1,1,0
France,Male,31.0,9,120718.28,1,58961.49,744,1,1,0
Spain,Female,31.0,2,36566.96,1,103644.98,658,0,1,1
Germany,Male,28.0,8,108601.0,1,119647.7,629,1,1,0
France,Female,42.0,4,0.0,1,28465.86,719,0,1,1
Spain,Female,36.0,5,0.0,1,152979.14,686,1,2,0
France,Male,36.0,4,0.0,1,190911.02,743,1,2,0
Spain,Female,48.0,2,0.0,1,95794.98,626,1,2,0
Germany,Male,44.0,1,141136.62,1,189742.78,661,0,1,1
Germany,Male,45.0,9,108231.37,1,188574.08,710,1,1,0
France,Male,40.0,6,0.0,0,183872.88,654,0,1,1
Spain,Female,34.0,6,144855.34,0,196555.32,569,0,1,0
France,Male,63.0,2,68432.45,1,112503.24,640,1,2,1
France,Male,45.0,6,136855.24,1,46864.0,562,0,1,0
France,Female,55.0,3,44020.89,1,65864.4,721,0,1,1
Germany,Male,32.0,9,133060.63,1,125167.92,456,1,1,0
Spain,Male,39.0,7,0.0,1,177519.39,811,1,2,0
France,Male,24.0,1,0.0,1,169653.32,534,1,1,0
France,Female,36.0,5,97665.61,1,118372.55,423,0,1,1
Germany,Male,28.0,5,185013.02,1,16481.12,594,0,1,0
Spain,Female,32.0,0,0.0,1,138525.19,725,1,2,0
France,Female,52.0,7,65971.61,1,14608.0,716,0,2,1
Germany,Female,41.0,9,150463.11,0,81548.38,595,1,2,0
France,Female,33.0,1,0.0,0,69608.48,679,0,2,0
Spain,Male,39.0,9,0.0,1,68873.8,667,0,2,0
France,Female,37.0,5,136425.18,1,81102.81,661,0,1,0
Spain,Male,38.0,3,250898.09,0,81054.0,655,1,3,1
France,Male,55.0,4,146798.81,1,74149.77,555,1,1,0
Spain,Male,70.0,1,0.0,0,99503.19,531,0,2,0
Germany,Female,40.0,7,128486.91,1,10109.47,611,0,2,0
France,Female,38.0,9,0.0,1,58855.85,600,1,2,0
Spain,Male,37.0,1,143407.29,0,84402.46,531,1,2,0
France,Female,43.0,2,0.0,1,49713.87,601,0,1,1
France,Male,57.0,6,76165.65,1,133537.53,548,1,1,0
France,Male,40.0,4,0.0,1,124615.59,759,0,2,0
Spain,Female,49.0,8,0.0,0,98090.69,678,1,2,0
Germany,Female,33.0,6,90560.3,1,42607.69,755,1,2,0
France,Male,61.0,3,62391.22,1,192434.11,594,1,1,0
France,Male,42.0,5,0.0,0,60686.4,768,0,3,0
France,Female,31.0,7,0.0,1,49463.44,492,1,2,0
Germany,Female,55.0,1,123378.2,1,81431.99,637,0,1,1
Spain,Female,42.0,3,99836.47,0,22909.56,646,1,1,0
Germany,Male,74.0,5,161434.36,1,65532.17,593,1,2,0
Spain,Male,41.0,5,0.0,0,141053.85,596,1,2,0
Germany,Female,48.0,10,138311.76,1,3472.63,722,1,1,1
France,Male,25.0,7,0.0,1,102083.78,642,0,2,0
Spain,Female,28.0,4,0.0,1,1801.77,472,0,2,0
Germany,Male,35.0,6,101744.84,0,85185.44,738,0,1,0
Spain,Male,33.0,8,0.0,1,119882.7,732,0,1,0
Germany,Female,54.0,4,125456.07,1,83715.66,404,0,1,1
France,Male,44.0,7,0.0,1,23425.78,701,0,2,0
France,Male,31.0,2,0.0,0,77326.78,683,1,2,0
France,Female,27.0,7,0.0,1,156150.08,460,0,2,1
France,Male,29.0,5,0.0,1,108577.97,690,0,2,0
Germany,Female,54.0,4,118449.21,1,133573.29,618,1,1,1
France,Male,30.0,2,0.0,0,102057.86,671,1,1,0
Spain,Female,32.0,9,178095.55,0,47247.56,765,0,1,0
Germany,Female,25.0,2,109175.14,1,114566.47,651,0,2,0
France,Male,32.0,7,127785.17,0,184464.7,704,0,4,1
France,Female,45.0,6,0.0,0,151401.33,544,1,2,0
France,Female,40.0,9,0.0,1,70607.1,790,1,2,0
Germany,Male,34.0,9,134260.36,1,147074.67,710,0,2,0
France,Male,37.0,8,69143.91,0,105780.18,743,1,2,0
France,Male,34.0,4,100054.77,1,109496.45,702,0,1,0
France,Female,45.0,6,0.0,1,137739.45,704,1,1,0
France,Male,38.0,2,116248.88,1,105140.92,614,0,1,0
Spain,Female,43.0,6,86053.52,1,113276.46,609,1,2,1
France,Female,32.0,6,123157.95,1,172531.23,688,0,1,0
France,Male,44.0,1,63438.91,1,64375.4,713,0,1,0
Germany,Male,57.0,9,95295.39,1,28434.44,736,0,1,1
France,Male,18.0,4,133550.67,1,46941.41,727,1,1,0
France,Female,38.0,1,106871.81,1,29333.01,850,0,2,0
Spain,Male,45.0,3,105266.32,1,193724.51,718,1,2,0
France,Female,51.0,2,105229.53,1,34967.75,643,0,1,1
France,Male,41.0,8,102768.42,1,55663.85,653,0,1,0
France,Male,18.0,7,0.0,1,55753.12,674,1,2,1
France,Male,35.0,6,112689.95,1,176962.31,690,0,1,0
France,Male,38.0,9,122334.26,1,181507.44,819,1,2,0
Spain,Male,34.0,1,0.0,1,61995.57,634,0,2,0
Spain,Male,33.0,4,137847.41,1,98349.13,633,0,2,0
France,Male,49.0,5,122486.47,0,59748.19,850,1,1,0
France,Male,33.0,2,101286.11,1,159840.51,665,1,1,0
Spain,Male,26.0,7,0.0,1,6656.64,630,1,2,0
Spain,Male,57.0,4,101247.06,1,37141.62,836,0,1,1
France,Male,38.0,10,86977.96,0,37094.75,668,1,1,0
France,Male,57.0,7,0.0,1,159475.08,753,0,1,1
France,Female,55.0,9,110123.59,0,51548.14,745,1,1,1
France,Male,36.0,8,178111.82,0,58719.63,693,0,1,1
Germany,Male,65.0,10,126306.64,0,7861.68,606,0,3,1
France,Female,35.0,6,100768.77,1,19199.61,660,0,1,0
France,Male,42.0,5,0.0,1,178504.29,608,0,2,0
France,Female,44.0,3,0.0,1,189016.14,744,1,2,0
France,Female,40.0,7,118991.79,1,156048.64,731,1,1,0
France,Male,72.0,3,140997.26,0,52876.41,683,1,1,0
France,Male,28.0,5,0.0,0,19653.08,727,1,2,0
Germany,Male,32.0,6,166824.59,1,139451.98,561,0,1,0
France,Female,34.0,2,76322.69,1,128136.29,700,0,1,0
France,Male,35.0,6,0.0,1,45206.57,605,1,2,0
Spain,Male,77.0,8,149083.7,1,190146.83,767,1,1,0
France,Male,33.0,7,0.0,0,158313.87,511,1,2,0
France,Male,40.0,9,0.0,1,96670.2,667,1,1,0
France,Male,33.0,1,126588.81,0,62163.53,787,1,2,0
Germany,Female,56.0,2,143249.67,1,88428.41,705,0,1,1
Germany,Male,43.0,8,81844.91,1,35908.46,773,1,2,0
France,Male,40.0,4,0.0,0,168780.04,554,1,1,0
Germany,Male,58.0,9,190298.89,1,191263.76,526,1,2,0
Germany,Male,35.0,2,117212.18,1,83052.03,661,1,1,0
France,Female,46.0,0,0.0,1,125962.02,698,1,2,0
France,Male,26.0,4,139848.17,1,164696.27,646,0,1,0
Germany,Female,34.0,9,101861.36,0,187011.96,757,0,2,0
Spain,Male,35.0,2,167455.66,1,55324.49,699,1,2,0
France,Female,24.0,4,0.0,0,34335.55,667,1,2,0
Spain,Female,43.0,1,116360.07,1,17004.14,774,0,1,0
Spain,Male,40.0,3,88466.82,0,116331.42,745,0,1,0
France,Female,42.0,7,0.0,0,22974.01,649,1,2,0
Germany,Female,46.0,5,123642.36,1,49725.16,634,1,1,1
Spain,Male,38.0,9,0.0,0,87412.74,665,1,1,0
France,Male,38.0,9,72286.84,1,26136.89,713,1,2,0
France,Female,40.0,1,0.0,1,126554.96,652,0,2,0
Spain,Male,40.0,1,109681.61,1,193321.3,739,1,1,0
Germany,Male,37.0,9,145018.64,1,90928.02,556,0,2,1
Spain,Male,34.0,8,0.0,1,76510.46,699,1,1,0
Spain,Female,32.0,8,187487.63,1,120115.5,708,1,1,0
France,Male,35.0,2,165692.91,1,197984.58,480,1,1,0
Germany,Female,59.0,5,137648.41,1,142977.05,700,0,1,1
Spain,Female,47.0,6,118560.0,1,82522.61,525,0,1,1
France,Male,33.0,8,164385.53,1,150664.97,845,0,1,0
France,Male,37.0,9,108286.5,1,114153.44,613,1,1,0
France,Female,34.0,2,0.0,1,171706.66,850,1,2,0
Spain,Female,58.0,9,0.0,0,119071.56,798,0,2,1
Germany,Male,47.0,2,118079.47,1,143007.49,773,1,4,1
Spain,Male,35.0,2,127283.78,1,31302.35,614,1,1,0
Spain,Male,48.0,8,0.0,1,71139.8,473,0,2,0
France,Male,29.0,6,141389.06,1,54122.89,762,0,1,0
France,Male,37.0,8,130091.5,1,120031.29,701,1,1,0
France,Male,35.0,4,143744.77,1,104076.51,600,0,2,0
Spain,Male,28.0,9,97408.03,1,175853.64,850,1,1,0
Spain,Male,30.0,9,111927.45,1,175795.87,613,1,1,0
France,Male,31.0,3,0.0,1,15360.91,509,0,2,0
Spain,Male,38.0,2,0.0,0,168460.12,509,0,1,0
France,Male,34.0,1,0.0,1,181177.9,609,1,1,0
France,Female,33.0,1,188285.68,0,58363.94,456,0,1,0
France,Female,46.0,2,109705.52,1,20276.87,728,0,1,1
Spain,Male,33.0,9,0.0,0,91514.62,663,0,2,0
Germany,Female,34.0,1,127122.79,0,76703.1,673,1,3,0
France,Male,40.0,0,98241.04,1,110887.14,717,0,1,0
Germany,Female,37.0,8,170840.08,0,109843.16,741,0,2,0
Germany,Female,41.0,4,87541.06,1,12577.21,498,1,2,1
France,Female,26.0,4,62610.96,0,179365.1,850,1,2,0
France,Male,36.0,9,0.0,1,65816.53,493,1,2,0
France,Female,47.0,5,113328.93,1,124170.9,686,0,1,0
Spain,Male,35.0,2,104832.49,1,175015.12,666,0,1,0
Spain,Female,31.0,9,102289.85,1,115441.66,733,1,1,0
Germany,Female,34.0,6,125227.82,0,128247.03,631,1,2,0
Germany,Female,49.0,5,140510.89,1,141914.94,714,0,1,0
Germany,Female,35.0,6,132253.22,1,115566.57,767,0,1,1
Germany,Male,43.0,2,39043.29,1,175423.69,711,1,2,0
France,Male,34.0,8,0.0,1,133447.49,722,1,2,0
Spain,Male,55.0,9,99685.06,1,114474.98,631,0,1,0
